,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
21,Washington Wizards,82,241.8,37.3,82.2,.454,5.2,15.1,.342,32.2,67.1,.479,17.6,22.9,.771,12.8,30.7,43.5,24.0,9.6,5.5,16.1,21.7,97.4,2004
22,Atlanta Hawks,82,242.7,36.2,82.2,.440,5.9,16.4,.358,30.3,65.8,.461,19.2,25.3,.760,12.8,30.3,43.1,22.0,8.9,5.1,14.0,20.7,97.5,2004
23,Seattle SuperSonics,82,241.5,36.3,80.8,.450,5.9,17.0,.349,30.4,63.8,.477,19.1,24.7,.774,13.0,29.6,42.7,21.1,7.7,4.7,14.8,20.2,97.8,2004
24,Sacramento Kings*,82,241.2,38.3,84.4,.454,5.0,14.7,.339,33.3,69.7,.478,16.3,21.7,.749,13.2,30.7,43.9,21.3,7.9,5.0,14.9,22.2,97.8,2004
25,Phoenix Suns,82,240.6,36.3,81.4,.446,5.8,16.8,.349,30.4,64.6,.471,19.5,25.5,.765,12.7,31.1,43.8,21.5,7.9,5.3,15.9,19.4,97.9,2004
26,Los Angeles Clippers,82,241.5,37.5,81.5,.460,5.5,15.3,.360,32.0,66.2,.483,18.8,25.4,.741,12.6,28.8,41.4,22.9,8.5,5.3,13.7,22.7,99.4,2004
27,Dallas Mavericks*,82,241.5,38.2,83.2,.459,6.5,17.9,.363,31.7,65.3,.486,17.8,23.9,.746,12.3,31.2,43.5,23.6,7.1,4.7,15.1,20.6,100.8,2004
28,Orlando Magic,82,241.8,38.6,83.0,.466,6.0,15.9,.377,32.7,67.1,.487,17.8,24.0,.742,13.1,31.3,44.4,24.4,7.6,5.5,13.5,20.6,101.1,2004
0,San Antonio Spurs*,82,241.5,33.1,77.5,.426,3.9,10.7,.367,29.1,66.8,.436,18.3,23.8,.768,10.9,29.3,40.2,16.9,7.2,5.1,15.1,23.1,88.4,2005
1,Detroit Pistons*,82,243.4,34.0,79.2,.430,5.0,14.8,.338,29.0,64.4,.451,16.4,21.8,.751,11.3,28.3,39.6,19.7,7.4,4.5,13.8,22.6,89.5,2005
2,Houston Rockets*,82,242.1,33.2,78.3,.423,5.5,16.4,.338,27.6,62.0,.446,19.2,25.8,.742,10.9,29.8,40.7,20.7,7.4,4.1,13.3,21.6,91.0,2005
3,Memphis Grizzlies*,82,240.3,32.7,75.8,.432,5.2,14.8,.351,27.5,61.0,.452,20.5,26.6,.771,12.1,29.1,41.2,19.9,7.5,5.8,15.9,22.6,91.1,2005
4,Indiana Pacers*,82,242.7,33.8,76.6,.440,4.8,13.1,.365,29.0,63.6,.456,20.0,26.9,.743,11.9,29.5,41.3,18.8,6.7,4.9,13.9,23.0,92.2,2005
5,New Jersey Nets*,82,242.7,33.0,75.2,.439,5.9,16.1,.368,27.1,59.1,.459,20.9,28.1,.744,10.7,30.5,41.2,20.3,7.3,4.9,15.6,22.9,92.9,2005
6,Chicago Bulls*,82,241.8,33.7,79.9,.422,5.1,15.2,.334,28.6,64.7,.443,20.9,28.1,.744,11.9,30.8,42.7,20.9,8.4,5.3,15.5,23.3,93.4,2005
7,Miami Heat*,82,243.7,34.9,81.8,.427,5.4,15.5,.348,29.6,66.3,.446,19.8,26.0,.760,11.2,29.2,40.5,19.8,7.5,3.2,13.2,24.6,95.0,2005
8,Minnesota Timberwolves,82,240.9,36.2,82.6,.438,5.7,15.7,.363,30.5,66.9,.456,17.2,22.9,.752,12.6,28.8,41.4,21.7,6.6,3.9,11.7,19.9,95.3,2005
9,New Orleans Hornets,82,243.0,34.7,76.8,.452,6.0,16.4,.367,28.7,60.4,.475,20.0,25.9,.775,11.5,30.3,41.9,21.2,7.7,5.5,14.2,21.1,95.5,2005
10,Cleveland Cavaliers,82,242.1,35.5,78.6,.452,5.1,13.7,.376,30.4,64.9,.468,19.5,26.0,.750,11.4,28.3,39.8,21.2,6.7,5.1,14.8,21.6,95.7,2005
11,Los Angeles Clippers,82,244.3,35.8,80.7,.444,5.9,16.1,.368,29.9,64.6,.462,19.0,24.9,.762,12.0,27.5,39.5,21.1,7.8,4.8,13.7,23.6,96.5,2005
12,Seattle SuperSonics*,82,240.9,35.8,77.8,.459,5.7,16.1,.357,30.0,61.8,.486,19.4,25.9,.749,11.3,26.5,37.9,20.7,6.2,4.8,13.2,23.8,96.6,2005
13,Dallas Mavericks*,82,240.6,35.9,81.9,.438,5.5,16.7,.330,30.4,65.2,.466,19.5,25.9,.754,13.1,30.1,43.2,20.9,7.1,4.9,15.6,23.2,96.8,2005
14,Portland Trail Blazers,82,240.6,37.3,83.4,.447,5.4,15.6,.343,31.9,67.8,.471,17.0,22.6,.755,14.0,28.2,42.2,23.5,8.5,5.0,13.4,20.4,96.9,2005
15,,,,,,,,,,,,,,,,,,,,,,,,,2005
16,Utah Jazz,82,241.2,33.3,72.7,.458,5.9,15.8,.375,27.4,56.9,.481,24.7,32.4,.764,10.5,27.2,37.7,19.4,7.9,5.8,14.4,25.1,97.3,2005
17,Denver Nuggets*,82,240.9,36.0,80.6,.447,5.6,16.4,.345,30.3,64.2,.472,19.9,26.7,.746,11.9,29.8,41.7,21.7,7.8,5.6,16.4,23.9,97.5,2005
18,New York Knicks,82,242.4,36.6,78.7,.465,5.7,15.6,.364,30.9,63.1,.490,20.9,27.6,.756,11.8,29.9,41.7,20.7,7.3,4.7,14.6,21.2,99.7,2005
19,Philadelphia 76ers*,82,242.1,35.7,80.7,.443,6.9,19.0,.362,28.8,61.7,.468,21.5,28.0,.767,11.6,32.5,44.1,22.9,8.3,4.7,17.0,23.5,99.9,2005
20,Milwaukee Bucks,82,241.2,37.8,81.4,.464,5.6,16.5,.343,32.1,65.0,.494,19.0,24.7,.771,11.4,29.4,40.8,23.8,7.5,4.5,13.0,23.8,100.2,2005
21,Charlotte Bobcats,82,242.4,36.8,79.4,.463,5.4,14.9,.361,31.4,64.4,.487,21.3,27.8,.767,11.7,31.5,43.2,21.6,7.6,5.4,15.8,22.7,100.2,2005
22,Boston Celtics*,82,242.4,36.1,81.3,.444,6.0,16.7,.356,30.1,64.6,.467,22.3,29.5,.753,12.7,29.6,42.3,22.7,8.7,4.9,15.6,23.6,100.4,2005
23,Washington Wizards*,82,241.2,37.8,82.3,.459,6.4,17.5,.364,31.4,64.8,.485,18.9,24.8,.762,12.4,30.6,43.0,23.0,7.1,5.0,15.9,24.3,100.8,2005
24,Golden State Warriors,82,242.7,38.2,83.4,.458,5.5,15.1,.363,32.7,68.3,.479,19.0,25.5,.745,12.9,33.8,46.7,22.7,7.0,5.1,15.3,21.7,100.9,2005
25,Toronto Raptors,82,241.5,38.2,81.8,.467,5.3,14.9,.356,32.9,66.9,.492,19.6,26.4,.744,12.1,33.2,45.3,22.1,6.2,4.4,14.4,21.9,101.4,2005
26,Sacramento Kings*,82,242.1,38.9,84.6,.459,5.7,16.1,.357,33.1,68.6,.483,18.1,24.5,.738,13.4,30.9,44.3,21.5,7.6,4.5,14.7,21.5,101.6,2005
27,Los Angeles Lakers,82,241.2,38.3,84.5,.453,6.7,18.6,.361,31.6,65.9,.479,18.4,23.5,.780,12.5,29.9,42.4,24.4,7.6,5.1,11.8,22.1,101.7,2005
28,Orlando Magic,82,240.3,37.6,83.2,.451,5.4,15.7,.343,32.2,67.5,.477,21.2,28.1,.754,12.5,29.6,42.1,21.3,8.5,4.3,14.5,23.4,101.8,2005
29,Atlanta Hawks,82,242.1,37.1,77.9,.476,5.7,15.0,.379,31.4,62.9,.500,22.5,29.2,.770,11.0,30.3,41.3,22.0,8.7,5.9,14.8,21.7,102.5,2005
30,Phoenix Suns*,82,241.2,40.6,91.3,.445,6.0,18.0,.335,34.6,73.3,.472,16.1,21.6,.744,15.0,31.1,46.1,21.2,7.6,4.2,13.8,21.3,103.3,2005
0,Memphis Grizzlies*,82,242.1,32.8,75.3,.436,5.0,14.9,.334,27.8,60.4,.461,17.9,23.7,.754,11.3,29.3,40.6,19.6,7.3,5.6,14.8,22.8,88.5,2006
1,San Antonio Spurs*,82,241.5,33.9,78.3,.433,3.7,10.8,.339,30.3,67.5,.449,17.2,23.3,.740,10.8,29.5,40.3,16.3,7.3,4.2,13.9,20.8,88.8,2006
2,Detroit Pistons*,82,241.8,35.5,78.7,.452,4.0,12.3,.325,31.5,66.3,.476,15.1,20.5,.736,11.6,29.3,40.9,18.8,5.9,3.5,14.0,21.0,90.2,2006
3,Houston Rockets,82,241.8,33.0,77.0,.429,6.6,17.9,.369,26.4,59.1,.447,19.0,26.0,.731,10.7,30.2,40.9,20.1,7.1,4.5,13.3,20.9,91.7,2006
4,Indiana Pacers*,82,240.6,34.5,79.3,.435,4.5,13.2,.343,30.0,66.1,.454,18.4,25.1,.733,11.8,29.5,41.3,18.5,8.1,4.9,13.6,22.0,92.0,2006
5,New Jersey Nets*,82,241.2,33.3,75.9,.439,5.7,16.3,.348,27.6,59.6,.464,20.2,27.2,.741,9.6,31.7,41.3,20.0,7.2,4.0,14.4,23.0,92.4,2006
6,Dallas Mavericks*,82,242.4,34.2,77.1,.443,4.9,13.7,.361,29.2,63.4,.461,19.8,26.4,.752,11.4,26.9,38.3,17.5,6.5,4.9,14.0,23.9,93.1,2006
7,Minnesota Timberwolves,82,242.1,34.8,79.0,.441,5.5,15.0,.364,29.3,64.0,.459,18.6,25.3,.736,11.9,29.4,41.3,19.0,6.6,4.6,13.9,21.2,93.6,2006
8,Utah Jazz,82,242.4,33.3,74.1,.449,6.0,15.8,.378,27.3,58.3,.469,22.4,30.1,.746,10.6,27.3,37.9,18.4,8.1,5.6,14.2,25.7,95.0,2006
9,Cleveland Cavaliers*,82,241.8,36.0,79.0,.455,5.6,15.7,.356,30.4,63.3,.480,17.8,24.0,.742,9.8,29.5,39.4,20.3,6.6,4.4,13.2,22.5,95.4,2006
10,Los Angeles Clippers*,82,241.5,35.2,81.0,.435,5.8,16.7,.347,29.4,64.3,.458,19.4,26.5,.732,10.5,29.7,40.1,21.5,7.0,4.3,12.8,21.7,95.6,2006
11,New Orleans/Oklahoma City Hornets,82,241.5,35.2,76.7,.459,6.7,18.1,.367,28.5,58.5,.487,18.7,24.6,.760,10.5,30.5,41.0,19.3,6.4,5.3,14.6,23.3,95.6,2006
12,Orlando Magic,82,242.7,35.0,77.2,.454,5.6,15.7,.357,29.4,61.5,.478,20.4,27.9,.732,11.1,27.3,38.4,20.0,7.5,4.7,13.4,23.2,96.0,2006
13,Miami Heat*,82,240.9,35.0,79.6,.440,6.0,16.6,.361,29.0,63.0,.461,20.0,27.1,.739,10.1,28.8,38.8,19.5,6.8,3.6,13.0,23.6,96.0,2006
14,Los Angeles Lakers*,82,242.1,35.9,79.8,.450,5.8,16.4,.353,30.1,63.5,.475,19.3,25.9,.747,10.9,29.3,40.1,21.1,6.5,4.3,14.1,23.5,96.9,2006
15,,,,,,,,,,,,,,,,,,,,,,,,,2006
16,Chicago Bulls*,82,242.7,33.8,79.5,.426,6.1,17.4,.351,27.7,62.0,.447,23.4,30.1,.777,10.7,31.0,41.7,20.1,7.5,5.1,15.0,23.0,97.2,2006
17,Sacramento Kings*,82,241.8,37.2,82.0,.454,5.6,16.0,.351,31.6,66.0,.479,17.2,23.1,.747,11.6,30.5,42.1,21.1,8.0,4.9,14.6,23.0,97.3,2006
18,Portland Trail Blazers,82,240.6,37.0,78.9,.468,6.1,15.9,.381,30.9,63.0,.491,18.3,24.0,.760,12.5,29.8,42.4,21.2,7.2,4.9,12.9,20.8,98.3,2006
19,Milwaukee Bucks*,82,242.1,36.2,77.8,.466,6.0,16.9,.354,30.3,61.0,.497,20.4,27.3,.747,10.1,30.2,40.3,22.5,7.4,5.0,14.4,23.6,98.8,2006
20,Boston Celtics,82,242.4,35.9,78.8,.456,5.4,15.4,.353,30.5,63.4,.481,22.3,30.0,.743,11.1,28.9,40.0,21.5,8.4,4.9,14.8,22.4,99.5,2006
21,Washington Wizards*,82,241.8,36.8,79.0,.465,6.1,16.8,.363,30.6,62.2,.493,20.2,27.1,.745,11.8,30.2,42.0,21.5,6.5,4.2,16.2,25.3,99.8,2006
22,Golden State Warriors,82,241.8,37.2,81.4,.457,5.7,16.3,.351,31.4,65.1,.483,19.8,26.7,.743,12.0,32.5,44.5,22.3,7.0,5.0,15.3,23.4,99.8,2006
23,Denver Nuggets*,82,243.0,37.4,82.5,.454,6.5,18.0,.358,31.0,64.4,.481,18.8,25.5,.736,11.8,30.1,41.9,23.9,7.1,5.3,16.1,23.3,100.1,2006
24,Charlotte Bobcats,82,242.7,37.4,78.2,.478,5.6,15.7,.356,31.8,62.5,.509,20.5,27.8,.737,11.5,32.5,44.0,22.9,7.0,5.4,17.9,23.5,100.9,2006
25,Philadelphia 76ers,82,242.7,37.8,81.7,.463,6.1,17.3,.351,31.7,64.4,.493,19.6,25.7,.762,11.9,30.9,42.8,23.0,7.7,4.7,15.5,23.1,101.3,2006
26,Atlanta Hawks,82,242.4,37.5,78.5,.478,5.4,14.7,.368,32.1,63.8,.503,21.6,28.9,.745,12.0,28.5,40.4,20.6,7.3,5.1,15.0,22.6,102.0,2006
27,New York Knicks,82,243.0,36.2,77.5,.467,6.9,18.2,.378,29.3,59.3,.494,22.8,30.2,.753,10.8,27.8,38.6,21.3,8.2,5.3,14.1,25.4,102.0,2006
28,Phoenix Suns*,82,243.4,39.5,87.1,.454,6.3,17.4,.363,33.3,69.7,.477,17.4,23.9,.731,12.5,33.4,45.9,18.9,7.2,3.4,14.9,19.8,102.8,2006
29,Toronto Raptors,82,243.4,38.6,78.6,.491,6.2,16.6,.373,32.4,62.0,.522,20.7,27.6,.748,10.2,31.0,41.1,23.6,6.3,4.4,14.2,22.4,104.0,2006
30,Seattle SuperSonics,82,241.8,39.0,80.4,.485,6.6,17.6,.375,32.4,62.8,.516,20.9,27.5,.760,12.2,28.2,40.5,24.1,7.3,4.9,14.6,22.2,105.6,2006
0,San Antonio Spurs*,82,241.2,34.9,78.8,.443,4.5,13.4,.334,30.4,65.4,.465,15.9,21.4,.740,10.1,29.0,39.1,17.3,7.1,4.1,14.3,21.2,90.1,2007
1,Detroit Pistons*,82,242.4,34.4,77.3,.445,5.0,14.7,.339,29.4,62.6,.470,18.1,24.5,.740,11.9,29.3,41.2,20.1,6.4,3.5,14.7,20.3,91.8,2007
2,Houston Rockets*,82,242.1,34.1,79.3,.429,5.8,16.4,.351,28.3,62.9,.450,18.3,24.4,.749,9.8,31.1,40.8,19.4,7.0,4.3,14.2,19.9,92.1,2007
3,Dallas Mavericks*,82,240.9,34.0,76.1,.447,4.6,13.1,.349,29.5,63.0,.467,20.2,27.0,.746,10.2,27.9,38.1,17.9,6.9,3.8,14.5,22.1,92.8,2007
4,Cleveland Cavaliers*,82,242.4,34.6,77.3,.448,4.9,15.0,.329,29.7,62.3,.476,18.8,25.6,.734,9.8,30.0,39.9,20.1,6.6,4.3,15.3,22.0,92.9,2007
5,Chicago Bulls*,82,241.2,34.1,78.2,.435,5.9,16.9,.349,28.2,61.3,.459,19.7,27.1,.730,10.9,30.0,40.9,20.4,7.5,5.3,17.4,23.2,93.8,2007
6,Orlando Magic*,82,241.2,33.4,75.5,.442,5.6,15.9,.353,27.8,59.6,.466,21.6,28.4,.760,10.5,27.0,37.6,19.6,8.3,4.6,15.0,23.4,94.0,2007
7,Miami Heat*,82,242.1,35.3,79.5,.444,6.5,18.2,.355,28.8,61.2,.471,18.5,24.9,.742,11.2,30.1,41.3,20.2,6.9,3.8,14.5,21.8,95.5,2007
8,Los Angeles Clippers,82,240.6,35.5,78.5,.452,5.5,16.4,.339,30.0,62.1,.482,19.5,26.1,.748,10.3,29.0,39.3,21.0,7.1,3.9,13.8,22.3,96.1,2007
9,New Orleans/Oklahoma City Hornets,82,242.4,36.6,80.2,.457,6.8,19.2,.355,29.8,61.0,.489,17.0,22.4,.759,10.4,30.4,40.8,20.8,6.8,4.8,13.6,21.1,97.1,2007
10,Philadelphia 76ers,82,242.4,37.1,80.1,.463,6.1,17.4,.353,30.9,62.8,.493,17.7,23.5,.754,11.8,29.3,41.1,22.3,7.4,3.9,15.6,22.0,98.0,2007
11,Indiana Pacers,82,241.2,35.7,78.2,.457,5.3,14.3,.372,30.4,63.9,.476,21.2,28.2,.753,11.2,30.5,41.6,20.0,7.9,5.0,15.7,23.7,98.0,2007
12,New Jersey Nets*,82,242.4,35.5,79.0,.450,6.3,17.7,.357,29.2,61.2,.476,21.0,27.6,.762,10.6,30.8,41.4,22.0,7.1,4.5,14.5,23.0,98.3,2007
13,Portland Trail Blazers,82,243.4,36.1,76.7,.471,5.7,15.8,.361,30.4,61.0,.499,20.5,26.3,.778,10.4,28.6,39.0,20.8,6.6,4.6,13.7,21.3,98.4,2007
14,Atlanta Hawks,82,242.4,36.0,77.3,.466,5.7,15.1,.376,30.3,62.2,.488,20.7,28.2,.734,11.6,28.9,40.5,21.1,7.3,5.1,15.2,22.6,98.4,2007
15,,,,,,,,,,,,,,,,,,,,,,,,,2007
16,Toronto Raptors*,82,240.9,37.2,80.4,.463,6.5,18.2,.357,30.7,62.2,.494,17.6,23.3,.754,10.3,32.2,42.5,21.2,6.0,3.9,15.1,21.8,98.5,2007
17,Utah Jazz*,82,241.5,34.4,75.5,.455,6.2,17.4,.355,28.2,58.1,.485,23.7,30.9,.767,9.9,27.1,37.0,18.9,7.6,5.3,15.0,24.5,98.6,2007
18,Boston Celtics,82,242.1,36.2,77.3,.468,5.2,14.8,.354,30.9,62.5,.495,21.7,29.0,.747,10.3,30.2,40.5,22.1,7.4,5.5,15.2,21.4,99.2,2007
19,Minnesota Timberwolves,82,244.0,37.5,81.6,.460,6.3,18.1,.348,31.2,63.4,.492,18.4,24.2,.760,11.7,29.7,41.4,21.7,7.1,4.4,14.2,20.5,99.7,2007
20,New York Knicks,82,244.0,36.8,80.1,.460,7.0,18.6,.376,29.9,61.5,.485,19.7,26.0,.756,10.8,28.0,38.8,21.3,7.5,5.0,13.7,22.9,100.3,2007
21,Charlotte Bobcats,82,244.0,36.6,78.7,.465,5.5,15.2,.363,31.1,63.5,.489,22.0,29.3,.750,11.3,31.2,42.6,20.9,7.4,5.3,15.8,21.8,100.6,2007
